Id,Price
725,153872.3217052833
15856,256012.83361396063
5480,181993.6497939606
15664,311314.22459734115
14275,128557.44221152907
7633,198816.53711614612
13329,156177.1498438573
5502,216897.79477093954
4220,317684.8900880913
11538,205531.30376084102
15975,297117.29809975123
3310,218226.31509892552
9286,146396.8363959377
11260,192528.06275484886
5214,114868.36576671529
11307,171863.54711681412
13543,411087.33297106775
615,157179.57989428978
3495,204593.16182185092
2321,238766.9087552455
12046,199395.96296095944
16688,134313.566706077
12694,207375.31735983273
783,157131.46610974616
8968,172560.81082212745
13454,177592.20600252924
12190,225099.84819317015
11160,118272.77043601182
10291,191402.38200775557
891,274844.80065736716
2982,175449.36630522623
3818,303770.3287789618
2449,165671.679430704
8317,169934.04987797144
4922,196469.57255604738
1257,244847.37875974132
9348,205744.41748768746
4176,169890.79300494812
10704,166412.0334190056
6624,117047.80247732079
5428,171923.04186052445
12749,176893.04325437636
8994,232404.70569524178
11513,133551.2069597556
3047,209071.0912057449
9519,201445.37856044667
12309,204705.21615768943
14081,294618.4939409551
8334,272144.3676712717
6343,180873.3354298749
14788,123821.36269439907
15748,334609.52567690844
153,238660.9590572618
14149,189309.97239653443
269,182381.33898218247
5452,124656.15139635853
721,157297.43966657514
5079,296870.48854514095
2831,140167.6678958221
10614,122761.30928651191
10131,327642.8872691229
9996,284804.8438247608
3061,196150.43746321613
11733,312881.23980727006
3726,223881.56682224033
10929,210476.50632679262
9011,366676.44499160914
16182,320669.1903212245
4976,174580.56740643652
9897,245925.3929786213
1872,181079.3228075238
9205,268607.0296584883
5403,397881.9506142638
14074,174052.95167027676
6268,141369.53319797976
14232,165988.55623971348
8532,203387.20345321254
7034,296019.4055093801
6553,391337.01939944894
3133,173867.3384533371
8596,207843.535949903
12389,228947.94892969044
14462,172458.08120739597
8860,313230.0381507466
8377,275319.0947116584
6367,313319.61841923016
6917,261474.67540249816
4216,200210.36850613487
5806,178709.4104961591
5438,173051.38733239847
6632,213871.76770466153
2650,162888.39872019007
5396,154047.4959644008
4044,152379.03266448685
1345,272253.12771288585
856,176727.00266148936
12791,251792.19804549965
12499,219577.45166460276
12249,130587.59963620431
14641,167014.81521454104
1919,166906.74091961852
7848,203440.8183078337
10749,165061.21675084252
15554,175121.21878293177
15834,239234.55155555988
1355,172426.124325621
15451,188694.70764394113
12401,204103.32928070027
10290,167224.21476044058
9462,128820.91425813742
3103,246117.0192677016
3420,136680.26032282956
12262,245821.15993259818
5032,143618.1100586735
8949,342050.433440368
15567,220709.48337483298
16389,163399.75434505488
7809,115826.07176786925
8990,211370.7319499853
16089,251937.11274042918
12743,118738.04703903588
5132,127099.026419239
1619,243019.2372021316
2428,95938.39702438342
16741,153852.9005754084
13193,210328.33476601387
12588,505757.45820452
5067,173867.3384533371
14685,126800.60414436237
2292,140619.1940821711
5746,131813.3085148532
12578,155524.8793848687
14834,192113.19430322832
2147,162961.1128885472
8222,130587.59963620431
10419,258364.8009481735
11492,212153.65236305346
3006,220453.05379432623
8761,183681.05113512775
15371,324980.2118475861
16367,167327.98374181893
6317,231989.99600293636
10878,332157.69964978425
3895,153792.02033974623
8041,159021.47927696485
13428,452999.767594322
14669,150096.6257967096
1006,170069.7020759608
12271,173478.9418349063
3764,283920.4147711926
7675,209125.2451988272
11709,273068.9564061816
8629,148618.04700413306
1105,368069.0246725962
6096,188780.92972541598
11727,217930.4557638221
5157,165267.37388426412
3679,148190.93598732472
1755,144644.98170090397
7391,199982.49282516853
7425,114462.4036082356
6882,340091.25657930406
10752,391821.25097802345
7472,259503.39538883552
14320,117842.29577749837
9596,159447.71668978682
5317,210840.1473261929
7378,94326.58997989904
16154,172229.6992269688
3464,202643.1631430994
4197,226591.16552544766
9477,121579.80262507107
12705,208109.65841388676
16426,206694.52974105068
1481,81182.77315832014
9946,231350.2887416582
12025,203272.6642435613
5341,223598.96627859594
9923,316447.0748617319
7953,275282.821519464
11066,244651.9390009382
5037,177200.9481814093
2509,193156.37465424874
4937,312378.90008392173
12089,404090.85223566345
4964,171551.97103091847
16500,267346.7030267173
4625,145745.0081388527
2363,441617.36702767666
8148,202489.06483605245
3804,187106.12647009848
4584,157101.56607122268
10694,117670.20376153073
2691,171378.8734966947
2983,205215.174775112
13563,389373.8502747792
10747,213068.53492466142
1721,204350.77302276363
2789,257900.38117012614
7214,250458.9988570951
8659,243480.86694643204
5107,305430.5802011106
3843,236568.75265871172
14610,309772.08376359806
15505,178259.10918000859
5060,237785.59921387333
16055,252986.42367535672
14963,188976.44368972082
4118,136375.11076438977
1672,228710.20438531475
3209,177908.70880302734
16515,130867.15385372145
973,173231.55240429824
12529,184965.00142430904
5896,126551.54224921644
5450,264414.836458986
3249,196147.26965908607
8911,182493.54395707804
5898,236489.2226735164
1024,172669.37776651484
4766,202603.5326079881
15804,180040.00390664698
14303,177491.84168585856
10707,181900.37383397095
6605,182649.51992368358
1138,415944.61157241085
14088,424879.3571638688
9154,178711.06796527153
8190,206776.18401831496
398,231024.70906582667
13302,329276.3371166287
9696,144887.95842595238
16786,124072.15591476441
16230,205682.37979137283
6552,204909.17849882034
923,195964.09975770136
9602,306173.6036800664
5857,232949.0908111451
8120,161505.7476096524
7134,189525.6254677335
11726,167030.1412833639
8069,121297.84415339433
12420,175340.38107492504
8604,180284.596749426
4854,288347.22252404946
12212,176156.28637820153
12099,389819.66437427676
3882,340424.8088471971
6995,355133.9486300372
10172,213896.76620738703
11672,310680.4672668981
12897,261935.68431885834
16097,193300.53219301347
6779,224563.43542093367
11199,208431.56450799393
10816,305371.73758887936
143,439490.5770347652
5399,261452.22909643667
3286,147080.4101435645
13706,151787.66032318864
1935,399879.8717427338
16000,173630.9524252856
2860,184471.32061346018
11407,179079.00256328046
16378,249099.9528579386
12278,172977.8217496379
3842,201201.862309483
2692,349142.8805080844
7699,193304.19640385857
6825,300783.97095672676
7268,156951.33645590566
1477,359509.7746840102
9887,182985.4428493873
9436,181493.8833398036
3179,276543.11897732306
1350,425694.94672887615
10643,224994.74852828027
5793,218320.2091556705
11494,354040.4754074449
4206,205359.6192215124
12419,224172.40435345052
8530,233411.02205498924
5985,176787.76492483445
8908,213807.8506686806
256,127099.026419239
7234,187468.6513527145
5648,220749.27046346595
3014,209355.59704725572
2184,186528.37665311462
9189,349638.4501210981
14884,186700.01582293838
10333,209785.21751810104
15896,144518.97294892254
13269,171368.4992675359
8603,244295.59727153234
15087,176649.2317707189
4344,193374.92158669475
7981,86589.32502591639
10908,234301.94636617415
6190,167169.4820231312
11742,206623.73562787985
9224,154645.40910984206
14667,226635.07141361907
458,172452.5897490559
2464,322699.60550278757
12320,262130.46882398604
278,175091.37477187085
2912,184381.46599712418
6698,214291.9465894524
4510,137393.7761650532
4183,204425.16893291738
5551,233830.73898818647
12187,154691.73082589166
7948,219846.2264921668
10808,174817.36143459618
12432,195519.38585398486
5356,175713.54460374237
8984,528753.2839620727
9203,176251.80750665217
15412,118185.27355948878
12041,117984.0412254594
7644,288724.853657469
7071,183745.10368737346
10685,189058.88285510478
6763,303033.6317114418
940,125698.55391215517
14959,204350.77302276363
1338,158174.445603838
5351,143465.29526702483
6524,194641.7936722144
12516,150797.66121338287
3288,274705.7695796254
3146,233422.0079296171
3954,180381.31565656987
11955,160498.92210173735
1211,210249.71662527556
15668,200171.82432937608
1320,118185.27355948878
9108,154771.90063362665
16482,448627.73167648533
5017,157177.97794199426
8290,214283.59146507378
4304,376895.9817220938
1930,224232.86342372853
12530,177508.48678772585
11295,284770.4720945828
3002,152506.3168496078
15483,161400.49854168057
11525,209552.2784353534
13978,135743.0348818152
4885,152265.1296164153
8325,174817.36143459618
3630,137658.55174726856
9165,180298.11536349973
13945,242864.60406373572
10663,175725.02352699524
14803,173778.81404580933
7621,163031.75264908237
8205,242864.60406373572
10387,204350.77302276363
5457,145102.35980967837
10234,325612.28157972475
6251,174119.1393587108
701,236705.54459992153
7930,166972.0305173206
15028,152844.6220002268
12172,92597.03322498224
5805,196826.0653129127
7411,283880.34292196605
14806,197136.94383682625
7890,162148.75383951567
10440,131030.4135523969
14926,163288.3186228113
5381,163095.48685096466
3800,362185.2007008149
10511,214219.31157622495
9324,258422.93573212228
3313,235571.62139251773
7351,156601.2703150798
8459,181378.05524004027
9957,141646.74592282524
12024,161198.56219418382
4380,244458.54053823912
5042,143315.99422439048
13289,139601.12656269028
13407,400551.97983611276
13258,149865.42048275654
15993,351402.26570926025
12525,176677.66382581234
4062,203963.96800756938
12065,276745.4961651601
8227,166269.60014865728
11333,162330.01733692084
2867,122925.63544464333
3319,265225.8301473689
3523,310557.89461779146
7055,206899.9433885472
14930,169621.14498999366
3444,141741.14718921366
2940,327501.91927206767
6935,262199.0806359493
16116,414869.91017787775
13370,232274.44628132775
6103,239159.14624624117
7446,199870.69592572143
1859,172015.77100657552
4079,174761.55062674487
3228,181576.21925749266
9665,160292.40498644192
15957,393674.0745620028
11533,125114.1994692748
2314,127143.15479362017
4096,201109.72142017458
13437,191766.4168541669
5980,216068.34466040725
2008,195351.3732251582
6754,193553.23942100984
4129,141469.0534201527
14557,232817.83470116695
7096,375503.9798618345
14297,260682.57334128956
3967,251697.5618522108
16485,126624.73112026385
13075,337358.15901020606
14289,192842.63630810406
10988,166007.74400374078
3230,148911.11943590594
13250,175409.32721854688
2559,168332.81086927291
7739,356980.187041497
7213,161400.49854168057
6639,229455.81323812867
3164,340954.67874501075
15207,131665.0889384932
5113,190508.79403257224
3929,132305.16757065404
14493,247862.29700971107
11110,175857.31082488195
2033,194599.14460368402
16057,207485.91708966595
16709,205689.02130016152
14313,159931.01339524557
1028,278875.00528120116
7187,106225.90514560489
3738,303685.9058749956
9869,326789.71869221795
12644,211895.13451110254
3686,126316.3558577086
9196,243277.8771649486
12326,196626.95788495473
4936,211072.90214589937
13314,177956.2609551805
9857,347176.8042650255
519,187786.62629435153
